Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
50848,-0.48730956277086007,2.0987635980060024,-0.3482902771911314,2.261272670439522,-0.5093121960464693,0.15526651483670442,-0.49231932982102444,0.6193626048526971,0.40225770684247353,1.630477883308907,-1.6998956025386789,-0.7594653394785827,-0.33500839954672074,0.3402657084325888,-1.9660332315168112,-0.07416173557326775,-0.3813494012569718,2.101806282893708,0.022742318597895814,0.8227746222930844,0.5370620937724521,2.889986822461625,-0.13252064381999584,-1.9233352342415413,-0.22937141388745386,-0.15669892305218278,-0.5549369718231516,-0.8082318510561339,24.75
44201,0.5822481708539011,0.13712097524766323,1.3843531188581477,0.7889555439509851,-1.0716440040316226,-0.005555928386751313,-1.0512325011618888,-0.10220143145120958,-0.9262453263122553,-1.436729549473211,-0.5136601124433166,-0.32778016176992475,-0.2099028927541142,0.4698489019069044,1.297073290173638,-0.25536132098820746,1.1108026779238234,0.2779662758892143,-0.6314399464711264,1.5142652652864201,-0.9712471130472233,-0.5601025202987633,0.18533970851664758,-0.8466811698985861,-0.7398312302432137,-0.2896484151688424,1.1245912396090632,0.2156995411348151,34.44
70979,0.001651343484933683,0.3626230871989458,2.3182040485443167,0.1944708880795271,-0.18440525060557716,-1.1157559613716765,1.0850921279380807,0.41870084684584197,-0.9666019836943436,0.26477168943877055,1.617190752240421,0.8770132469570584,1.926752901373531,-0.15243606082359681,1.0174880815635055,0.7665767965223469,0.4259663050688435,1.1741224696735457,-0.35828406721949835,-1.1268295870032443,1.0141361766706956,0.7351765601949154,0.5604053426329345,0.13793157271635792,-0.001222658009928268,1.8096497659000725,1.684862412280308,0.9382651298676921,8.72
59000,0.5752847195844345,-1.1420087692248455,0.7290655019595714,1.1870456266862819,0.5797279277225897,1.9753279358100253,-0.07102968745338872,-0.6715554890383544,0.7853965288935969,-0.6099091041514311,-0.5151550059400741,0.9598222088217723,1.2271925452514478,1.4201004949471427,0.20267883867918404,-0.23197994916445355,0.5144774403066783,-0.6434463752913313,-0.9532511589263041,-1.6926388721674264,2.172868202240427,-0.08802868177693508,-0.18766027082724968,-1.8189109119025424,0.20413242531195072,-1.3665536665807534,0.2893356689316627,0.9708014942081344,36.32
63678,-2.0714923733930477,2.345417189444346,1.8725158263497856,-0.3753406746698856,0.32970952656446834,2.112478931741578,0.48564142296375945,1.2193465084548487,-0.10912141870237158,0.354625883151945,0.7183398733790063,0.9687681757381874,1.2503951417972181,0.3236395661598024,-0.3079158765232024,0.18113659952420053,-1.9749125010223623,-1.0508747089974908,-2.607827480248878,0.5569677571422356,1.2364034314501453,0.36157110085905825,-1.943185244936168,-0.6880165310721686,0.19481971032639334,0.032902100362710546,-1.4988492746890598,0.8951739166010348,932.39
46510,0.4025547105722042,-0.061320618764098264,0.6567860691811813,1.4758575972813346,1.0006006379963375,0.4063102514189441,0.5987588029408636,0.06967285075768292,0.19312220088512322,-0.07414146278027511,1.8393139178548188,1.3771051568087576,-1.8324481601474032,-1.110856685496567,1.690213255615083,1.3908371998479632,-0.6192806336611495,-0.31415278714551537,0.18777726687412993,-1.7687473723287719,-0.3604233849818513,0.30365564430840947,-1.5400700971892851,1.797412042182252,-0.28856545349898455,0.2902204015752926,0.391726326323897,-0.5148855567158627,138.07
59359,0.04208985327020691,1.1787561069345054,2.1444319405757306,1.2976937779727074,1.0545059807555297,0.4702371175537062,0.6807945827373343,0.4960687240901148,0.689508797795737,0.2415291956647561,-1.8718542631051778,-1.1937392449423745,0.934346357346366,-0.1393857079793147,-0.5746421593011729,-0.41814206213779526,-0.9987450683460031,-0.032537350531201936,0.18195978669808124,-0.3022409313947036,0.7802954560954779,0.8083096044668414,-1.2930190787801978,-1.0209263816894782,-0.5628364216642138,-0.666328764307896,-0.6251348537937714,-1.199768657515846,7.22
70804,-0.3713160895385151,-0.33240733023889657,1.1579825117499494,1.8445594137812598,-0.06762687743512463,1.6540896667592193,1.0204184671643992,-0.9302196100674295,0.8115525368057477,1.024780674167829,0.7811673765742259,-1.8697489611026812,1.2804894405905018,-0.04444872883719966,-0.2881894539285315,0.4533311556302882,0.8644771374261396,2.046030044077223,1.411808000101493,-0.2075320204913888,-1.1712589316696103,-0.5550059124764259,2.722230896346748,0.196294569206401,-2.1063352285390415,1.6388899630387384,-1.3856725503028602,0.41268231662942195,49.11
58286,1.8294643536917972,0.4283772189598567,-0.7483620984317835,0.38908593156891363,0.9916589027505502,1.0436448987074232,0.6604650073259435,-1.6105148992269451,1.663364234258831,0.10779718217591944,0.5438201173894048,0.2762035209026055,4.066447622959004,0.7275967307448546,0.8960947219691033,-0.39637951773676494,-0.39191164473218776,-0.1671724867894066,-0.04027906413030316,-0.8030882565867896,-0.2981632315408147,1.3182228575706074,2.018186204595486,-1.8171652628819472,-1.1888524768876692,0.8485735147569952,1.210669799200783,-0.4997050289024192,28.02
79207,0.7438034255466798,-1.3844668798234696,-0.5910286013731946,0.9179352134865577,-0.013391215722423355,-0.5089702112066835,-1.697644636629869,-3.560702286363095,0.03254858679556359,-0.35781359727470086,0.6758262322494806,0.5839992355910372,-0.14340149651392364,-1.7729576052001526,-0.029896737021489428,-1.1071830421509277,-0.5678469226027885,0.26626284512289006,1.0364364271957955,-1.3818858764889461,-1.1562880814474001,0.2969357477733734,-2.4743073540920815,-0.4480195049069151,0.2536983435784935,-0.6301540156206578,0.3618991687854991,-0.4489781879358593,21.21
