Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
54276,1.2684060638079748,0.20316323045755275,-2.8742388371641554,0.8094736110305006,-0.4830359900315532,-1.8411077006460634,2.530097853087481,-0.19905271634139737,0.23820239194230997,-0.20695402654051942,-0.6273567584184365,-1.0255581502571072,-0.4604259890680084,-2.4688441261047434,0.4224964717495973,-1.12796912384335,0.45457941912801864,-0.29410948317299934,-1.5954699710221902,-0.22851272763965183,-0.9914360481959785,0.6029648873797789,0.6958895853733406,0.9708214799463195,0.6856444699490455,0.4810178796597039,-1.0159221395210807,-0.3628354022120788,40.37
43985,0.47652690997062247,-2.519245277450815,0.8389790778946926,1.2699628411400685,0.314390052865761,-1.8338568883954978,2.6553613982923676,0.31204952663101027,-0.3157511121008596,2.008131361931688,-1.1009887321147533,1.7428260893807281,0.4971454032165719,0.649968774089413,-0.3242082409217647,-0.6901022573290561,0.15805641438195833,-0.24667453752924223,1.009308966841336,-0.3123789553668338,-1.5516860326484465,0.26391020947612076,-0.19843681747149652,-1.4492910251452646,0.9851259430685653,-0.46744157006861625,-0.9784014976592197,-0.19142854642879975,76.42
33590,0.5382254830275095,-1.5435590254402551,-1.4813847848865787,-0.19785988556612547,0.5370580884932562,-0.7152131727768392,-0.7227768660218725,2.6777644869644393,0.40847793507184804,2.274871776319646,-2.1000310494262697,-1.619539175070425,0.7238951279115217,0.08793431693035364,0.21804359541239218,-0.6732136104111687,-0.5317761078273536,-0.5479094164686797,0.42916923265914636,0.8397290656673075,1.423449053612102,0.7701840739864274,-0.9076215570849917,-0.37925320338397367,-0.6366433205676482,-0.5800135826418158,0.5625994384301902,0.019515123838069703,59.84
143152,-4.360897105199338,5.3022068397556295,-7.6415386605835405,3.5391972755109604,-1.401847106059923,-1.0197516044829253,-1.7473736861102747,1.3104771923719716,-4.469445570204951,-6.7223656556150155,5.3647774100672825,4.336410274940824,-0.13855256845862435,-4.983265594104957,1.6101714551791377,-7.2603550121059195,-6.430055282669663,0.5418462165099949,1.0579946781912504,-2.1430434348202914,0.3698146176912669,0.2693505292607796,-0.2995862735383374,0.41530344440824823,0.13027844801093524,0.38644899356880735,0.016048640678182523,-0.5446649078823643,49.88
35585,1.4309451987198587,-0.4440983369931512,-1.6737851248682478,0.20999709844351047,1.440531961325338,0.1573072520073543,2.78865432585191,-0.47234343387238775,0.2693134992829302,1.0866416365596399,3.5829261459746986,2.3510627023357884,-1.649559455509449,0.829830424084548,0.5878602237464513,-0.27733757174143836,3.4682594922763617,-0.6514867907193662,-1.3869868907322773,-0.5657968779390905,-0.7968428502817845,-0.9833681631270895,-0.4004165166066137,0.2293248472003605,-0.16452739339330952,0.6089917237626012,-0.6588201095470915,-0.5092910758412137,207.88
33288,0.9316361370599634,-0.3996743192547816,0.6925120971420526,-0.24461609258712494,-0.27778013873362556,-1.0806427349848604,-2.353025556903451,0.43280093440353073,0.3785143817203439,-0.850696053479618,-2.275804599596353,0.8937441583179132,-0.1316008730732041,-1.3004964859920727,1.272288830867128,-1.9501886533727562,-1.0487155634519212,-1.7391074663522168,1.655082713116236,0.39068020470107073,1.6864533614733657,-2.5381044245769027,0.3533214042469752,-0.17527133540448564,-0.9006043832298773,-0.8531128542222153,-0.9253112362477313,-0.6212505534118418,38.71
146759,-3.7855157291025145,-1.3782105212621063,-10.139042189141797,2.311511203307243,-2.1001206873878067,-2.6728049771282167,-6.316927165839131,1.2162017986949725,-1.8796649485402335,-3.9805370532099666,1.8802229730325093,5.352877452088139,1.325023627215786,-3.0961795241092798,0.8990725384462815,-4.158940937224754,-11.511693351828287,-0.537356043201134,-0.9713147077938917,0.26303427236434085,0.6334252949574696,-0.3550374069888804,0.3772799494788735,-0.031274003203136544,0.95014373432514,-0.10077361899357198,0.42583916838469826,0.03799459760235749,50.37
142973,1.8474232105266393,0.6435562355283666,1.7080434562576563,-0.598956944690926,-0.301938457806628,1.4428501341691617,0.3641090534437843,-0.28640943927193707,-2.001517082529029,-3.1592529049478237,-1.3450857073615377,2.706441983972928,1.0574325810938354,-2.281786824907765,0.633266371999434,1.0093789994011442,-2.27698315223003,-0.06753590807896134,1.4943977202226901,-0.9605265756195441,1.9405259118673983,0.6801078302625181,-0.09663119846606755,1.336559395910352,0.04160687017117737,-0.5737642513665275,-0.36548322014499846,-1.4002797910631113,194.46
13507,1.3638027536139494,-0.6828309147212552,-0.2362562143432434,0.24264089057155433,0.7031622949511865,-0.8440378348437985,-0.5774365078264562,1.144227489498127,0.9815276329339641,-4.470253139827013,0.8261877110500475,1.7148829719382848,0.9150339490422463,-1.497649619311603,1.58685141713386,2.662906161662318,0.2648812572984122,-1.2025110302385638,0.8978747309479642,-0.6812950703590137,0.3457614952488793,0.582512875919782,0.08422049060397313,0.12236790601489411,1.394078194852114,0.7710818464760931,1.5261934842621634,-0.5690054600792274,39.46
7789,-4.305155653300497,6.315342116713684,-6.816050446385654,5.005178942435094,-2.569594653463575,-1.0358976483684916,-8.90671339249,0.5397343164520391,-3.695536556998959,-6.458081623357321,0.46629746205567035,9.889109515923357,0.055180927051040496,-13.264764649071317,1.1393933180632883,-4.52575487812714,-6.226653326804408,-3.1134508352273587,1.5416168289839784,-0.23427149596445607,0.18829928244828822,-0.21843659530469747,-0.5201147114385211,-0.1263975268718402,1.0113774832265134,0.2799777267372137,0.768797174429291,0.22435692789215728,50.44
